1588,177,6776,1464233999.0
350,188,6777,1464234000.0
740,81,6778,1464234001.0
1068,66,6779,1464234002.0
1554,52,6780,1464234003.0
668,89,6781,1464234004.0
1989,48,6782,1464234005.0
540,185,6783,1464234006.0
516,7,6784,1464234007.0
630,193,6785,1464234008.0
461,104,6787,1464234010.0
417,54,6789,1464234012.0
1038,115,6790,1464234013.0
2100,18,6791,1464234014.0
1349,82,6792,1464234015.0
1479,17,6794,1464234017.0
1535,101,6795,1464234018.0
192,132,6796,1464234019.0
1311,77,6797,1464234020.0
20,11,6799,1464234022.0
214,49,6800,1464234023.0
521,57,6809,1464235800.0
1754,195,6810,1464235801.0
1059,161,6811,1464235802.0
303,172,6813,1464235804.0
291,174,6815,1464235806.0
702,171,6817,1464235808.0
1673,187,6818,1464235809.0
265,136,6819,1464235810.0
554,181,6820,1464235811.0
515,60,6821,1464235812.0
1074,117,6838,1464237601.0
733,146,6850,1464239400.0
69,30,6853,1464239403.0
1219,103,6854,1464239404.0
319,145,6857,1464239407.0
1996,154,6858,1464239408.0
1051,69,6859,1464239409.0
440,107,6863,1464239413.0
1955,21,6866,1464239416.0
288,5,6868,1464239418.0
394,63,6875,1464239425.0
428,106,6886,1464241200.0
464,114,6888,1464241202.0
2089,129,6889,1464241203.0
1768,102,6891,1464241205.0
951,56,6903,1464243000.0
1318,41,6910,1464243007.0
97,180,6911,1464243008.0
1559,164,6912,1464243009.0
329,19,6914,1464243011.0
642,20,6920,1464243017.0
500,4,6922,1464243019.0
1995,112,6925,1464243022.0
696,138,6943,1464243040.0
1816,130,6946,1464243043.0
1001,118,6949,1464243046.0
1037,144,6951,1464243048.0
280,123,6956,1464243053.0
1110,126,6973,1464244808.0
2006,194,6974,1464244809.0
996,59,6984,1464244819.0
1926,15,7007,1464246599.0
1127,147,7008,1464246600.0
1302,37,7022,1464246614.0
254,76,7024,1464246616.0
1525,22,7028,1464246620.0
442,173,7035,1464246627.0
198,190,7038,1464246630.0
1248,125,7058,1464246650.0
37,55,7104,1464248427.0
1978,28,7212,1464253806.0
577,150,7270,1464259204.0
1189,189,7280,1464259214.0
1638,141,7347,1464262816.0
661,42,7432,1464266406.0
982,166,7443,1464266417.0
904,100,7505,1464270006.0
969,46,7726,1464279018.0
137,6,8205,1464298840.0
1965,87,8474,1464313205.0
1092,127,8903,1464331228.0
336,79,9079,1464340208.0
1130,198,9529,1464360006.0
563,85,9671,1464363633.0
645,165,11208,1464424843.0
686,203,11602,1464441016.0
1215,200,12209,1464468037.0
133,207,14146,1464563417.0
994,170,15383,1464612028.0
859,196,16274,1464646252.0
1269,211,16938,1464671416.0
603,199,17406,1464693038.0
444,206,18142,1464725402.0
1427,202,18939,1464752399.0
1472,113,19390,1464770402.0
1320,214,19403,1464770415.0
472,205,21555,1464854999.0
448,75,21586,1464855030.0
2084,208,22551,1464894638.0
820,217,22785,1464909030.0
1693,9,22935,1464914415.0
1662,209,23204,1464923439.0
70,215,23415,1464930618.0
1313,224,23919,1464948660.0
1026,201,24121,1464954030.0
673,223,24372,1464964799.0
430,219,24967,1464990005.0
1416,204,26437,1465042204.0
1487,218,26541,1465044047.0
224,225,27253,1465069217.0
1903,33,27257,1465069221.0
534,228,30251,1465155652.0
1565,220,33007,1465233041.0
1859,231,34844,1465285285.0
1020,222,34969,1465290613.0
1492,210,37228,1465353603.0
1271,233,37480,1465359027.0
1992,230,39568,1465422091.0
900,226,40690,1465454400.0
1115,238,48448,1465643444.0
84,227,48730,1465652415.0
1516,234,49085,1465661413.0
1600,229,53235,1465764054.0
1326,239,53495,1465767661.0
1913,212,58852,1465890121.0
1424,237,62531,1465980060.0
